Age,Gender,Weight,Height,BMI,Goal,Calories Burned,Workout Time (min),Workout Recommendation
29,Male,86.3,189.6,24.0,Maintain Weight,12.49,71,Balance Exercises
19,Other,64.3,171.7,21.8,Build Muscles,26.25,240,Lunges
41,Male,86.3,171.7,29.3,Lose Weight,26.49,176,Jumping Jacks
26,Female,97.3,170.2,33.6,Lose Weight,24.11,207,Skipping
24,Other,62.5,150.5,27.6,Lose Weight,18.49,163,High-Knees
31,Other,73.1,152.8,31.3,Lose Weight,15.86,133,Swimming
47,Female,98.0,159.6,38.5,Lose Weight,25.83,224,Cycling
16,Female,60.8,161.8,23.2,Maintain Weight,13.83,117,Cycling
23,Other,48.4,171.7,16.4,Gain Weight,19.39,177,Hammer Curls
57,Female,79.4,162.8,30.0,Lose Weight,8.58,58,Swimming
53,Other,52.7,157.3,21.3,Maintain Weight,10.05,82,Rowing
49,Female,46.0,153.0,19.7,Build Muscles,22.81,212,Chin-ups
39,Female,68.6,156.1,28.2,Lose Weight,16.2,138,High-Knees
19,Male,71.5,174.9,23.3,Build Muscles,26.77,182,Power Cleans
23,Other,67.7,162.0,25.8,Lose Weight,16.17,138,Skipping
25,Other,115.1,165.1,42.2,Lose Weight,22.03,180,Stair Climbing
43,Other,63.1,164.3,23.4,Build Muscles,20.91,187,Lunges
55,Other,51.1,171.5,17.4,Gain Weight,14.49,127,Tricep Extensions
53,Female,79.1,172.8,26.5,Lose Weight,18.57,158,Stair Climbing
48,Female,89.1,160.7,34.5,Lose Weight,9.72,66,HIIT
36,Male,71.5,189.3,19.9,Maintain Weight,4.9,18,Planks
17,Other,63.8,164.0,23.7,Build Muscles,19.83,176,Chin-ups
50,Female,69.2,157.5,27.9,Lose Weight,17.22,148,Stair Climbing
59,Male,65.1,185.3,19.0,Build Muscles,25.35,173,Squats
47,Female,90.4,168.9,31.7,Lose Weight,25.96,228,Sprints
34,Male,61.7,163.5,23.1,Build Muscles,22.83,155,Chin-ups
19,Male,69.7,161.1,26.9,Lose Weight,33.77,235,Jump Rope
20,Other,57.9,165.5,21.2,Build Muscles,14.13,121,Bench Press
24,Other,63.9,172.0,21.6,Maintain Weight,9.24,70,Pilates
53,Other,57.5,157.0,23.3,Build Muscles,14.71,127,Push Press
17,Female,62.7,157.9,25.1,Lose Weight,13.29,111,Swimming
22,Female,50.7,156.7,20.6,Maintain Weight,3.87,21,Walking
49,Male,86.9,178.6,27.2,Lose Weight,34.64,237,Box Jumps
41,Male,71.7,165.0,26.3,Lose Weight,15.71,99,Box Jumps
27,Male,58.1,169.6,20.2,Maintain Weight,2.17,1,Core Workouts
49,Other,75.3,174.4,24.8,Build Muscles,23.44,208,Barbell Rows
57,Female,58.1,157.4,23.5,Maintain Weight,8.43,64,Bodyweight Exercises
27,Female,51.6,155.2,21.4,Maintain Weight,7.61,58,Balance Exercises
38,Other,114.3,159.2,45.1,Lose Weight,25.4,214,Swimming
20,Female,73.0,151.9,31.6,Lose Weight,9.05,65,Cycling
50,Male,60.8,177.1,19.4,Maintain Weight,17.33,114,Light Weight Training
51,Female,66.2,158.3,26.4,Lose Weight,23.42,211,HIIT
42,Male,81.9,187.3,23.4,Build Muscles,28.73,194,Chest Dips
46,Other,47.6,165.5,17.4,Gain Weight,13.87,122,Dumbbell Rows
54,Other,65.9,152.9,28.2,Lose Weight,25.71,234,Speed Skaters
22,Male,62.5,164.7,23.0,Maintain Weight,7.39,39,Bodyweight Exercises
51,Male,66.5,179.6,20.6,Maintain Weight,6.46,31,Planks
19,Male,47.1,178.4,14.8,Gain Weight,25.65,180,Tricep Extensions
39,Other,94.4,150.8,41.5,Lose Weight,19.3,160,High-Knees
49,Male,73.0,168.7,25.6,Lose Weight,15.62,98,Box Jumps
28,Other,60.3,170.2,20.8,Build Muscles,26.01,239,Deadlifts
24,Other,57.9,165.4,21.2,Maintain Weight,13.73,117,Stretching
34,Female,46.5,169.2,16.2,Gain Weight,21.23,196,Chest Flyes
49,Male,73.4,173.9,24.3,Build Muscles,27.5,187,Kettlebell Swings
24,Other,90.7,155.9,37.3,Lose Weight,24.88,217,Swimming
54,Other,62.5,153.4,26.6,Lose Weight,24.29,221,Swimming
38,Female,48.1,156.4,19.6,Maintain Weight,1.88,2,Light Weight Training
30,Other,71.0,155.9,29.2,Lose Weight,26.38,239,Box Jumps
45,Male,64.3,180.3,19.8,Build Muscles,31.59,220,Power Cleans
42,Male,80.8,181.2,24.6,Build Muscles,28.29,191,Barbell Rows
38,Female,65.2,160.4,25.3,Lose Weight,3.38,11,Running
31,Male,73.5,175.1,23.9,Build Muscles,33.64,233,Chin-ups
26,Other,78.0,162.7,29.5,Lose Weight,12.23,95,Rowing
17,Female,57.2,152.1,24.7,Maintain Weight,9.8,78,Bodyweight Exercises
55,Other,70.7,163.6,26.4,Lose Weight,25.87,234,Speed Skaters
45,Female,53.8,162.8,20.3,Build Muscles,23.88,220,Dumbbell Snatches
27,Other,110.6,174.3,36.4,Lose Weight,19.97,161,Sprints
43,Other,70.9,168.3,25.0,Lose Weight,2.68,2,Cycling
28,Male,89.9,164.6,33.2,Lose Weight,16.34,99,High-Knees
45,Other,77.3,169.1,27.0,Lose Weight,20.9,182,Sprints
60,Male,69.8,181.1,21.3,Build Muscles,32.98,229,Chest Dips
43,Male,70.4,187.0,20.1,Build Muscles,19.93,131,Kettlebell Swings
25,Female,59.7,164.8,22.0,Maintain Weight,12.79,107,Walking
16,Other,118.0,152.6,50.7,Lose Weight,27.93,238,Swimming
59,Female,96.4,173.2,32.1,Lose Weight,23.28,199,Swimming
29,Other,86.9,171.4,29.6,Lose Weight,10.64,76,Box Jumps
29,Male,56.5,170.6,19.4,Maintain Weight,16.78,111,Walking
46,Female,62.8,157.6,25.3,Lose Weight,8.6,64,Box Jumps
40,Female,71.5,174.0,23.6,Maintain Weight,12.1,96,Planks
21,Other,61.9,150.6,27.3,Lose Weight,8.97,68,Cycling
46,Female,63.5,153.3,27.0,Lose Weight,11.92,97,Skipping
26,Male,59.2,183.7,17.5,Gain Weight,19.41,130,Bent-Over Rows
20,Other,105.1,168.1,37.2,Lose Weight,7.38,37,Running
55,Male,110.1,178.9,34.4,Lose Weight,8.92,38,HIIT
56,Female,62.3,159.7,24.4,Maintain Weight,9.88,77,Hiking
29,Other,96.2,168.3,34.0,Lose Weight,22.17,188,Box Jumps
53,Female,62.1,164.6,22.9,Build Muscles,25.07,229,Chin-ups
42,Male,64.0,162.7,24.2,Maintain Weight,4.77,19,Cycling
59,Male,68.2,176.2,22.0,Build Muscles,23.86,161,Shoulder Press
60,Male,93.5,170.9,32.0,Lose Weight,22.87,147,Jumping Jacks
28,Other,57.5,171.7,19.5,Build Muscles,22.81,208,Lunges
47,Female,59.3,166.9,21.3,Maintain Weight,3.57,15,Bodyweight Exercises
21,Male,70.9,164.9,26.1,Lose Weight,29.55,203,High-Knees
46,Male,66.4,182.9,19.9,Build Muscles,29.92,207,Push Press
31,Male,62.5,183.7,18.5,Build Muscles,29.39,204,Power Cleans
24,Female,81.5,170.5,28.0,Lose Weight,5.75,29,Skipping
54,Female,58.6,150.8,25.8,Lose Weight,2.75,7,HIIT
20,Female,64.0,170.9,21.9,Maintain Weight,7.64,54,Bodyweight Exercises
40,Other,68.2,160.2,26.6,Lose Weight,6.69,43,Running
59,Female,73.2,160.4,28.5,Lose Weight,4.26,17,HIIT
39,Other,56.9,151.3,24.8,Maintain Weight,7.29,53,Cycling
20,Other,65.8,156.0,27.0,Lose Weight,4.8,25,Jump Rope
25,Female,64.1,159.8,25.1,Lose Weight,14.54,123,Skipping
34,Female,75.3,154.0,31.7,Lose Weight,7.24,46,HIIT
38,Female,71.7,165.5,26.2,Lose Weight,3.51,10,Cycling
18,Female,92.5,162.4,35.1,Lose Weight,22.64,194,High-Knees
37,Male,56.3,179.7,17.4,Gain Weight,31.84,224,Bicep Curls
53,Male,90.3,178.5,28.3,Lose Weight,17.43,107,Rowing
19,Other,67.3,150.5,29.7,Lose Weight,22.25,199,Stair Climbing
24,Male,49.8,166.0,18.1,Gain Weight,26.28,184,Bench Press
34,Other,52.6,173.1,17.6,Gain Weight,9.24,74,Dips
50,Female,49.9,169.9,17.3,Gain Weight,16.65,149,Shrugs
37,Female,80.9,164.9,29.7,Lose Weight,5.73,29,Jumping Jacks
39,Female,118.2,159.9,46.2,Lose Weight,13.94,98,Mountain Climbers
31,Other,67.9,168.9,23.8,Build Muscles,15.78,134,Leg Press
50,Male,64.9,177.8,20.5,Maintain Weight,5.07,21,Light Weight Training
49,Male,84.7,167.2,30.3,Lose Weight,27.23,182,HIIT
57,Other,110.7,157.7,44.5,Lose Weight,12.37,85,Mountain Climbers
58,Male,57.6,163.6,21.5,Maintain Weight,15.75,103,Rowing
31,Female,73.7,173.5,24.5,Build Muscles,15.78,132,Kettlebell Swings
25,Other,65.7,157.4,26.5,Lose Weight,2.6,3,Cycling
15,Other,96.5,158.8,38.2,Lose Weight,20.58,172,Mountain Climbers
21,Male,66.7,172.6,22.4,Maintain Weight,13.4,83,Cycling
58,Other,65.9,156.8,26.8,Lose Weight,15.31,130,Cycling
58,Other,70.7,157.3,28.6,Lose Weight,5.38,29,Jumping Jacks
41,Other,67.8,152.8,29.0,Lose Weight,21.97,196,High-Knees
47,Female,63.8,162.1,24.3,Maintain Weight,7.23,50,Yoga
27,Other,115.9,169.1,40.5,Lose Weight,23.55,195,Stair Climbing
26,Female,72.1,157.8,29.0,Lose Weight,12.32,98,Stair Climbing
30,Male,97.6,176.7,31.3,Lose Weight,21.95,139,Running
39,Female,67.7,172.5,22.7,Maintain Weight,8.77,64,Swimming
51,Other,63.0,153.5,26.8,Lose Weight,25.51,233,HIIT
32,Female,64.1,174.8,21.0,Build Muscles,20.34,181,Squats
59,Male,54.7,169.1,19.1,Build Muscles,24.71,171,Kettlebell Swings
35,Male,69.0,184.7,20.2,Maintain Weight,15.61,99,Cycling
21,Other,80.3,159.8,31.4,Lose Weight,5.21,24,Speed Skaters
53,Other,119.9,154.0,50.6,Lose Weight,8.7,45,High-Knees
40,Male,61.6,165.5,22.5,Maintain Weight,8.69,49,Core Workouts
22,Male,52.1,160.1,20.3,Maintain Weight,5.29,26,Balance Exercises
25,Male,68.3,163.4,25.6,Lose Weight,10.79,63,High-Knees
51,Male,71.4,187.6,20.3,Build Muscles,26.1,177,Kettlebell Swings
31,Female,112.5,160.4,43.7,Lose Weight,15.14,112,HIIT
38,Female,82.6,171.6,28.1,Lose Weight,10.19,73,High-Knees
22,Other,87.8,174.1,29.0,Lose Weight,4.57,15,Skipping
24,Other,65.0,173.2,21.7,Build Muscles,24.87,226,Weighted Pull-ups
20,Female,58.2,155.3,24.1,Maintain Weight,3.44,14,Walking
56,Female,53.0,154.7,22.2,Maintain Weight,6.55,47,Stretching
44,Male,71.0,187.2,20.3,Build Muscles,34.09,237,Weighted Pull-ups
59,Other,119.7,159.3,47.2,Lose Weight,9.89,57,HIIT
32,Other,45.4,165.7,16.5,Gain Weight,18.19,166,Bench Press
15,Male,61.6,160.2,24.0,Maintain Weight,3.76,12,Low-Impact Aerobics
53,Other,84.6,171.6,28.7,Lose Weight,3.06,1,Speed Skaters
51,Female,59.7,164.7,22.0,Build Muscles,16.59,145,Lunges
47,Male,62.3,173.9,20.6,Maintain Weight,17.91,118,Planks
58,Female,59.7,160.9,23.1,Build Muscles,24.09,220,Bench Press
22,Male,62.9,189.3,17.5,Gain Weight,20.33,136,Bench Press
52,Female,84.3,150.1,37.4,Lose Weight,22.75,198,Mountain Climbers
42,Female,68.5,155.5,28.3,Lose Weight,22.5,201,HIIT
32,Other,59.5,159.8,23.3,Maintain Weight,6.88,48,Pilates
35,Other,65.4,170.0,22.6,Maintain Weight,11.49,92,Stretching
28,Male,72.8,170.8,24.9,Lose Weight,13.88,85,Mountain Climbers
28,Male,112.8,180.3,34.7,Lose Weight,8.75,36,Swimming
36,Female,80.3,166.6,28.9,Lose Weight,23.91,211,Rowing
49,Male,61.0,166.2,22.1,Build Muscles,22.93,156,Push Press
28,Other,108.7,153.5,46.2,Lose Weight,26.71,229,Stair Climbing
39,Female,62.6,157.7,25.2,Lose Weight,18.39,162,Running
57,Male,90.8,176.4,29.2,Lose Weight,22.91,148,Mountain Climbers
20,Other,83.9,155.0,34.9,Lose Weight,20.73,178,Skipping
42,Male,59.7,161.4,22.9,Build Muscles,31.56,221,Leg Press
19,Male,68.0,165.4,24.9,Build Muscles,30.78,213,Dumbbell Snatches
56,Other,93.7,153.3,39.8,Lose Weight,26.98,237,Jumping Jacks
33,Other,63.3,169.8,22.0,Maintain Weight,11.32,91,Bodyweight Exercises
46,Female,63.2,157.5,25.5,Lose Weight,13.81,116,Jumping Jacks
53,Male,68.0,167.6,24.2,Build Muscles,27.71,190,Chin-ups
25,Female,49.2,171.9,16.6,Gain Weight,3.72,20,Chest Flyes
31,Other,65.3,174.2,21.5,Build Muscles,25.69,234,Kettlebell Swings
16,Female,90.9,160.1,35.4,Lose Weight,7.18,40,Skipping
55,Other,65.9,156.7,26.8,Lose Weight,7.71,54,Skipping
49,Female,56.4,166.1,20.5,Maintain Weight,10.07,81,Balance Exercises
36,Male,70.8,174.5,23.2,Build Muscles,32.48,225,Chest Dips
46,Male,102.2,174.5,33.6,Lose Weight,5.98,18,Sprints
41,Female,110.0,172.4,37.0,Lose Weight,20.25,164,Stair Climbing
21,Other,57.8,156.9,23.5,Build Muscles,25.72,237,Barbell Rows
39,Other,61.0,164.5,22.5,Build Muscles,14.53,124,Cable Machine Exercises
52,Female,65.6,165.8,23.9,Maintain Weight,4.09,18,Light Weight Training
58,Female,91.1,172.2,30.7,Lose Weight,9.59,64,High-Knees
17,Male,57.6,154.6,24.1,Build Muscles,24.68,170,Squats
45,Other,111.9,170.6,38.5,Lose Weight,15.22,113,Stair Climbing
46,Male,57.8,161.0,22.3,Maintain Weight,3.22,9,Swimming
29,Male,63.9,176.8,20.4,Build Muscles,30.5,212,Bench Press
19,Female,62.8,156.0,25.8,Lose Weight,22.8,206,Box Jumps
19,Female,80.6,160.8,31.2,Lose Weight,23.02,202,Mountain Climbers
54,Male,47.4,180.8,14.5,Gain Weight,22.19,154,Push-ups
52,Female,64.4,170.2,22.2,Build Muscles,24.95,227,Kettlebell Swings
16,Other,94.6,151.4,41.3,Lose Weight,19.01,157,High-Knees
48,Female,82.3,168.3,29.1,Lose Weight,24.18,213,Burpees
33,Female,86.6,172.4,29.1,Lose Weight,15.43,124,Sprints
34,Female,112.4,160.7,43.5,Lose Weight,25.23,213,Stair Climbing
56,Male,91.8,177.7,29.1,Lose Weight,5.75,19,Mountain Climbers
15,Male,72.3,168.7,25.4,Lose Weight,10.27,58,Burpees
46,Female,61.3,172.7,20.6,Build Muscles,19.65,175,Power Cleans
57,Other,48.2,155.4,20.0,Build Muscles,16.49,148,Shoulder Press
17,Male,68.2,152.8,29.2,Lose Weight,13.99,87,HIIT
24,Female,61.3,154.7,25.6,Lose Weight,6.95,48,Mountain Climbers
57,Female,47.1,153.0,20.1,Build Muscles,22.15,205,Chest Dips
32,Male,45.7,178.7,14.3,Gain Weight,2.93,10,Push-ups
39,Other,49.8,171.9,16.9,Gain Weight,4.04,23,Tricep Extensions
23,Female,65.9,155.1,27.4,Lose Weight,10.41,81,Mountain Climbers
16,Male,57.1,161.4,21.9,Maintain Weight,2.27,2,Bodyweight Exercises
28,Male,119.5,183.9,35.3,Lose Weight,21.78,132,Box Jumps
57,Female,58.6,163.2,22.0,Maintain Weight,7.75,57,Hiking
22,Other,49.0,158.2,19.6,Maintain Weight,7.11,54,Rowing
42,Other,56.3,153.6,23.9,Build Muscles,17.97,160,Cable Machine Exercises
30,Other,49.8,156.9,20.2,Maintain Weight,4.04,23,Bodyweight Exercises
58,Male,62.5,178.3,19.7,Maintain Weight,14.32,91,Elliptical
19,Male,50.3,168.3,17.8,Gain Weight,11.1,70,Hammer Curls
40,Other,73.4,153.6,31.1,Lose Weight,21.67,191,Skipping
24,Female,114.9,154.1,48.4,Lose Weight,27.42,234,Speed Skaters
46,Other,71.4,166.8,25.7,Lose Weight,16.4,139,Stair Climbing
19,Other,99.3,164.8,36.6,Lose Weight,7.38,39,Rowing
17,Male,93.1,169.9,32.3,Lose Weight,21.26,135,Sprints
26,Other,71.5,150.4,31.6,Lose Weight,16.2,137,Stair Climbing
49,Other,73.5,151.7,31.9,Lose Weight,12.17,96,Jump Rope
40,Male,63.9,185.5,18.6,Build Muscles,23.04,156,Chin-ups
19,Female,58.0,154.6,24.3,Build Muscles,22.93,209,Squats
29,Female,68.4,163.4,25.6,Lose Weight,11.49,91,Speed Skaters
52,Male,105.7,173.3,35.2,Lose Weight,25.83,166,Stair Climbing
43,Female,111.9,166.2,40.5,Lose Weight,4.32,4,Swimming
47,Male,78.7,174.9,25.7,Lose Weight,28.09,190,Stair Climbing
51,Male,93.2,165.8,33.9,Lose Weight,34.73,236,Stair Climbing
33,Female,76.1,172.1,25.7,Lose Weight,6.06,34,Burpees
29,Female,46.6,168.4,16.4,Gain Weight,12.83,112,Deadlifts
43,Female,82.8,162.8,31.3,Lose Weight,10.2,73,Jump Rope
44,Female,89.8,167.6,32.0,Lose Weight,24.84,217,Rowing
57,Other,63.7,174.1,21.0,Build Muscles,20.43,182,Chest Dips
30,Female,59.5,174.7,19.5,Maintain Weight,11.58,95,Core Workouts
41,Male,97.2,168.0,34.4,Lose Weight,16.47,98,Running
33,Female,73.5,164.5,27.2,Lose Weight,4.97,24,HIIT
42,Other,65.3,169.2,22.8,Build Muscles,14.59,123,Leg Press
22,Other,92.7,155.6,38.3,Lose Weight,23.05,198,HIIT
40,Male,118.6,185.8,34.4,Lose Weight,11.22,53,Jumping Jacks
47,Female,56.4,169.8,19.5,Build Muscles,21.47,195,Kettlebell Swings
36,Other,62.8,158.7,25.0,Lose Weight,26.1,239,Swimming
18,Male,58.2,183.5,17.3,Gain Weight,27.1,188,Push-ups
58,Female,56.4,161.6,21.6,Build Muscles,15.47,135,Chin-ups
54,Female,65.3,160.1,25.5,Lose Weight,13.89,116,Mountain Climbers
59,Other,59.7,159.3,23.5,Build Muscles,15.79,137,Dumbbell Snatches
15,Male,62.3,168.5,21.9,Maintain Weight,4.85,20,Low-Impact Aerobics
25,Female,69.3,150.2,30.7,Lose Weight,25.33,229,Speed Skaters
48,Other,72.2,157.7,29.0,Lose Weight,7.73,52,Swimming
25,Other,69.5,167.6,24.7,Maintain Weight,6.43,40,Cycling
43,Male,118.2,178.2,37.2,Lose Weight,5.6,11,Skipping
16,Other,64.0,147.0,29.6,Lose Weight,11.54,93,Jumping Jacks
43,Female,94.6,163.0,35.6,Lose Weight,16.71,134,Box Jumps
48,Other,61.3,159.5,24.1,Maintain Weight,3.05,9,Swimming
56,Other,45.1,152.9,19.3,Maintain Weight,4.98,34,Cycling
16,Male,106.6,150.5,47.1,Lose Weight,34.13,228,Box Jumps
26,Male,60.1,185.9,17.4,Gain Weight,2.37,2,Dips
28,Other,49.7,150.9,21.8,Build Muscles,21.64,199,Cable Machine Exercises
45,Male,52.7,181.5,16.0,Gain Weight,1.85,0,Bicep Curls
22,Female,60.0,172.3,20.2,Maintain Weight,5.4,33,Pilates
43,Male,65.6,172.1,22.1,Maintain Weight,18.3,120,Swimming
38,Female,45.8,169.6,15.9,Gain Weight,7.7,61,Dumbbell Rows
26,Other,114.3,160.0,44.6,Lose Weight,25.0,210,Rowing
36,Male,73.9,176.0,23.9,Build Muscles,29.39,201,Push Press
20,Other,69.9,165.2,25.6,Lose Weight,7.74,53,Skipping
59,Male,57.3,167.7,20.4,Build Muscles,19.47,131,Bench Press
23,Other,73.2,164.7,27.0,Lose Weight,21.66,191,Swimming
15,Male,63.2,165.2,23.1,Maintain Weight,12.08,74,Elliptical
30,Male,109.2,166.6,39.4,Lose Weight,22.76,142,High-Knees
20,Other,51.6,165.4,18.9,Maintain Weight,10.31,85,Walking
37,Female,85.6,172.5,28.8,Lose Weight,10.5,75,Burpees
45,Female,61.6,160.9,23.8,Build Muscles,26.15,240,Power Cleans
15,Female,72.8,155.2,30.2,Lose Weight,23.35,208,Jumping Jacks
23,Male,111.6,185.4,32.4,Lose Weight,20.97,128,Running
40,Other,64.9,154.7,27.1,Lose Weight,20.17,179,Jump Rope
48,Male,60.7,169.1,21.2,Maintain Weight,4.66,19,Yoga
48,Male,89.5,186.0,25.9,Lose Weight,33.4,227,Rowing
29,Other,53.5,171.9,18.1,Gain Weight,5.87,40,Bent-Over Rows
34,Other,57.3,153.2,24.4,Build Muscles,22.8,208,Leg Press
45,Female,73.1,170.5,25.1,Lose Weight,6.76,42,Jump Rope
45,Male,60.2,168.3,21.2,Maintain Weight,13.31,84,Light Weight Training
36,Female,62.0,157.1,25.1,Lose Weight,21.97,198,Running
57,Female,49.7,174.4,16.3,Gain Weight,18.64,169,Shrugs
28,Other,81.0,171.8,27.5,Lose Weight,13.34,105,Sprints
56,Other,68.2,153.9,28.8,Lose Weight,2.39,0,Jump Rope
32,Male,61.1,174.8,20.0,Build Muscles,26.27,181,Weighted Pull-ups
48,Female,63.1,155.5,26.1,Lose Weight,21.31,191,HIIT
15,Male,67.8,160.6,26.3,Lose Weight,17.84,116,Box Jumps
38,Other,89.2,154.8,37.2,Lose Weight,8.02,49,Cycling
35,Male,57.8,175.1,18.8,Maintain Weight,9.89,59,Cycling
34,Female,56.8,169.7,19.7,Maintain Weight,2.79,8,Yoga
59,Other,65.6,152.6,28.2,Lose Weight,10.1,78,Speed Skaters
43,Female,51.5,159.5,20.3,Build Muscles,25.6,238,Bench Press
49,Female,58.8,163.8,21.9,Maintain Weight,11.66,96,Balance Exercises
56,Other,93.3,171.7,31.6,Lose Weight,12.76,95,Stair Climbing
49,Female,76.4,170.4,26.3,Lose Weight,24.07,214,Burpees
20,Female,69.8,165.1,25.6,Lose Weight,11.44,90,Jumping Jacks
30,Other,97.1,156.9,39.4,Lose Weight,24.4,210,High-Knees
36,Male,47.5,170.7,16.3,Gain Weight,32.33,230,Bent-Over Rows
20,Other,65.8,168.4,23.2,Maintain Weight,10.6,83,Yoga
60,Female,75.3,170.8,25.8,Lose Weight,6.54,39,HIIT
32,Other,66.0,157.8,26.5,Lose Weight,24.31,220,Swimming
39,Female,66.4,164.1,24.7,Build Muscles,17.42,151,Chin-ups
46,Male,119.1,172.6,40.0,Lose Weight,21.37,129,Cycling
29,Female,110.5,162.9,41.7,Lose Weight,19.57,157,Running
16,Male,76.7,161.1,29.6,Lose Weight,24.82,166,Running
44,Other,72.4,155.2,30.0,Lose Weight,5.93,34,Box Jumps
53,Other,68.6,159.5,27.0,Lose Weight,3.2,8,Jump Rope
60,Male,47.5,165.4,17.4,Gain Weight,2.06,3,Chest Flyes
55,Other,65.5,160.5,25.4,Lose Weight,11.79,95,Burpees
32,Male,69.6,161.4,26.7,Lose Weight,20.3,134,Cycling
17,Male,107.2,156.8,43.6,Lose Weight,34.28,229,High-Knees
56,Female,70.8,160.9,27.4,Lose Weight,15.88,134,Box Jumps
22,Female,79.7,152.0,34.5,Lose Weight,24.79,220,Swimming
49,Male,63.1,170.5,21.7,Maintain Weight,7.01,36,Yoga
29,Female,59.9,156.3,24.5,Maintain Weight,6.7,46,Planks
26,Other,66.6,166.7,24.0,Maintain Weight,8.83,65,Stretching
35,Female,59.9,165.2,21.9,Build Muscles,19.59,175,Weighted Pull-ups
17,Female,66.0,147.4,30.4,Lose Weight,22.91,206,Mountain Climbers
46,Male,58.1,186.0,16.8,Gain Weight,28.43,198,Chest Flyes
27,Other,62.7,153.6,26.6,Lose Weight,21.7,195,Burpees
43,Other,58.0,158.9,23.0,Maintain Weight,2.03,0,Swimming
38,Male,59.9,169.8,20.8,Maintain Weight,14.36,92,Planks
20,Other,59.9,167.4,21.4,Maintain Weight,2.7,6,Swimming
27,Male,111.2,174.2,36.6,Lose Weight,13.22,70,Skipping
34,Other,46.6,167.0,16.7,Gain Weight,21.33,197,Overhead Press
54,Female,57.2,163.8,21.3,Maintain Weight,2.2,2,Walking
25,Male,82.3,170.8,28.2,Lose Weight,20.61,133,Box Jumps
18,Male,64.5,165.3,23.6,Build Muscles,33.19,232,Deadlifts
59,Female,46.2,163.6,17.3,Gain Weight,12.42,108,Chest Flyes
27,Other,49.3,168.3,17.4,Gain Weight,2.02,3,Dips
29,Male,61.8,176.4,19.8,Maintain Weight,16.3,106,Bodyweight Exercises
17,Male,88.1,156.7,35.9,Lose Weight,20.02,127,HIIT
43,Male,73.1,165.5,26.7,Lose Weight,16.56,105,Jumping Jacks
40,Other,93.2,150.8,41.0,Lose Weight,15.86,126,Mountain Climbers
54,Male,67.5,160.8,26.1,Lose Weight,17.43,113,Burpees
28,Female,67.7,150.5,29.9,Lose Weight,10.37,80,Speed Skaters
52,Other,117.5,151.2,51.4,Lose Weight,24.31,202,Skipping
59,Male,68.6,180.5,21.1,Build Muscles,23.33,157,Deadlifts
38,Male,67.3,171.1,23.0,Build Muscles,20.35,135,Deadlifts
26,Female,64.7,160.4,25.1,Lose Weight,2.47,2,Cycling
43,Female,56.2,165.0,20.6,Build Muscles,16.17,142,Squats
44,Male,62.7,187.6,17.8,Gain Weight,11.79,72,Bent-Over Rows
18,Female,53.8,156.0,22.1,Build Muscles,23.78,219,Kettlebell Swings
54,Female,83.6,167.7,29.7,Lose Weight,8.62,57,Running
52,Other,58.6,162.0,22.3,Build Muscles,18.25,162,Lunges
46,Female,59.1,170.4,20.4,Build Muscles,21.07,190,Push Press
15,Female,73.8,160.7,28.6,Lose Weight,23.38,208,High-Knees
51,Female,95.5,165.3,35.0,Lose Weight,9.94,66,Stair Climbing
31,Male,102.1,181.6,31.0,Lose Weight,10.11,49,Swimming
48,Female,69.3,174.2,22.9,Maintain Weight,8.13,57,Swimming
16,Other,88.8,145.0,42.2,Lose Weight,18.91,158,Sprints
48,Male,60.2,189.5,16.8,Gain Weight,20.91,141,Squats
31,Other,65.1,154.0,27.5,Lose Weight,20.28,180,Burpees
33,Female,84.7,159.8,33.2,Lose Weight,6.67,37,Cycling
31,Female,61.2,155.0,25.5,Lose Weight,6.84,47,Jumping Jacks
49,Male,95.0,186.0,27.4,Lose Weight,17.99,110,Jump Rope
21,Other,60.5,150.0,26.9,Lose Weight,8.22,61,Skipping
26,Other,73.5,174.1,24.3,Maintain Weight,12.67,101,Low-Impact Aerobics
33,Female,59.7,168.8,20.9,Maintain Weight,11.29,92,Rowing
16,Male,64.1,153.7,27.2,Lose Weight,25.58,175,Box Jumps
56,Female,69.0,164.1,25.6,Lose Weight,25.01,226,Cycling
53,Other,58.7,150.7,25.9,Lose Weight,22.66,206,Skipping
15,Female,58.2,156.6,23.7,Maintain Weight,5.94,39,Yoga
20,Other,62.5,162.0,23.8,Build Muscles,23.29,211,Push Press
22,Female,62.2,153.1,26.5,Lose Weight,26.18,240,HIIT
31,Other,105.7,162.3,40.1,Lose Weight,19.0,153,Mountain Climbers
47,Female,112.4,174.9,36.7,Lose Weight,16.74,128,HIIT
37,Other,70.9,153.2,30.2,Lose Weight,5.28,28,Jumping Jacks
47,Male,62.6,164.2,23.2,Build Muscles,23.39,159,Squats
17,Other,58.2,154.2,24.5,Build Muscles,21.54,195,Weighted Pull-ups
53,Female,73.5,158.9,29.1,Lose Weight,5.97,34,Burpees
32,Other,77.1,170.7,26.5,Lose Weight,8.5,58,Skipping
20,Male,87.0,180.8,26.6,Lose Weight,16.38,100,Sprints
17,Female,71.5,152.5,30.8,Lose Weight,16.2,137,HIIT
38,Female,67.3,162.0,25.7,Lose Weight,3.06,7,Jump Rope
19,Male,62.6,180.9,19.1,Build Muscles,22.46,152,Squats
18,Male,89.2,165.3,32.7,Lose Weight,23.12,150,Jump Rope
